title,year,sentiment_analysis,recommend
Unturned - Permanent Gold Upgrade,2015.0,17,9
Runers,2014.0,2,1
Ultimate General: Gettysburg,2014.0,2,1
Ultimate General: Gettysburg,2015.0,2,1
Fractured Soul,2015.0,2,1
Memories of a Vagabond,2014.0,2,1
Memories of a Vagabond,2015.0,3,2
Asteria,2015.0,2,1
Borealis,2015.0,1,1
Velvet Sundown,2014.0,2,1
Velvet Sundown,2015.0,3,2
Platypus,2015.0,4,2
Stick RPG 2: Director's Cut,2014.0,2,1
Hard West,2015.0,4,2
Sleeping Dogs: Definitive Edition,2013.0,2,1
Sleeping Dogs: Definitive Edition,2015.0,13,7
Mortal Kombat X,2012.0,1,1
Mortal Kombat X,2014.0,1,1
Mortal Kombat X,2015.0,24,13
Savage Lands,2014.0,2,1
Savage Lands,2015.0,12,6
Wildlife Park 2 - Fantasy,2014.0,2,1
Buzz Aldrin's Space Program Manager,2015.0,2,1
Ziggurat,2014.0,10,5
Ziggurat,2015.0,3,2
Expansion - Europa Universalis IV: Art of War,2014.0,1,1
The Nightmare Cooperative,2014.0,1,1
Hatoful Boyfriend,2014.0,2,1
Hatoful Boyfriend,2015.0,11,6
Higurashi When They Cry Hou - Ch.1 Onikakushi,2015.0,1,1
The Way of Life Free Edition,2014.0,3,2
The Way of Life Free Edition,2015.0,39,21
Fractured Space,2013.0,2,1
Fractured Space,2014.0,6,4
Fractured Space,2015.0,30,15
Grand Ages: Medieval,2015.0,2,1
Super Win the Game,2014.0,2,1
NEON STRUCT,2015.0,2,1
Geometry Wars™ 3: Dimensions Evolved,2015.0,4,2
Breach &amp; Clear: Deadline Rebirth (2016),2015.0,2,1
Street Fighter V,2015.0,5,3
Super Panda Adventures,2015.0,1,1
Call of Duty®: Black Ops III,2014.0,28,16
Call of Duty®: Black Ops III,2015.0,100,56
Naval Action,2013.0,2,1
Naval Action,2014.0,1,1
METAL GEAR SOLID V: GROUND ZEROES,2013.0,2,1
METAL GEAR SOLID V: GROUND ZEROES,2014.0,18,9
METAL GEAR SOLID V: GROUND ZEROES,2015.0,16,9
OCEAN CITY RACING: Redux,2015.0,2,1
Assassin’s Creed® Rogue,2014.0,2,1
Assassin’s Creed® Rogue,2015.0,10,5
Enter the Gungeon,2014.0,1,1
Enter the Gungeon,2015.0,4,2
DEAD OR ALIVE 5 Last Round: Core Fighters,2015.0,3,2
Super Trench Attack!,2015.0,2,1
Bird Assassin,2014.0,2,1
Wild Warfare,2014.0,5,3
Wild Warfare,2015.0,4,2
The Fifth Day,2014.0,4,2
Simply Chess,2015.0,5,3
Duck Game,2013.0,2,2
Duck Game,2014.0,2,1
Duck Game,2015.0,19,11
OTTTD,2014.0,2,1
OTTTD,2015.0,4,2
Khet 2.0,2014.0,1,1
FINAL FANTASY IV,2014.0,2,1
FINAL FANTASY IV,2015.0,2,1
Way of the Samurai 4,2015.0,2,1
Rugby League Live 3 Demo,2014.0,2,1
Rugby League Live 3 Demo,2015.0,2,1
The Expendabros,2014.0,42,24
The Expendabros,2015.0,19,14
Soul Gambler,2015.0,2,2
The Masterplan,2015.0,2,1
Stranded Deep,2015.0,85,47
Farming Simulator 15,2014.0,19,11
Farming Simulator 15,2015.0,12,6
Mountain,2014.0,29,16
Mountain,2015.0,23,13
Middle-earth: Shadow of Mordor - The Dark Ranger Character Skin,2015.0,2,1
Middle-earth: Shadow of Mordor - Test of Power,2015.0,2,1
Middle-earth: Shadow of Mordor - Flame of Anor Rune,2014.0,2,1
Boo Bunny Plague,2014.0,2,1
LEGO® Batman™3: Beyond Gotham,2014.0,7,4
LEGO® Batman™3: Beyond Gotham,2015.0,5,3
Boid,2015.0,2,1
Morphopolis,2015.0,3,2
Double Dragon Trilogy,2015.0,1,1
Microsoft Flight Simulator X: Steam Edition,2013.0,2,1
Microsoft Flight Simulator X: Steam Edition,2014.0,9,5
Microsoft Flight Simulator X: Steam Edition,2015.0,11,6
Rodina,2014.0,2,1
Rodina,2015.0,4,2
RPG Tycoon,2014.0,2,1
Rampage Knights,2013.0,1,1
Rampage Knights,2015.0,2,1
Euro Fishing,2015.0,2,1
Oddworld: New 'n' Tasty,2015.0,5,3
Age of Conquest IV,2014.0,2,1
Supreme Ruler Ultimate,2014.0,2,1
The Crew™ Season Pass,2014.0,2,1
The Crew™ Season Pass,2015.0,2,1
Polarity,2014.0,2,1
Polarity,2015.0,9,5
Ford Racing 3,2013.0,2,1
Ford Racing 3,2015.0,3,2
Trainz: A New Era,2015.0,2,1
eden*,2015.0,4,2
Celestian Tales: Old North,2015.0,2,1
Magic Duels,2012.0,2,1
Magic Duels,2013.0,4,2
Magic Duels,2014.0,3,2
Magic Duels,2015.0,27,14
Disney Universe,2014.0,2,1
sZone-Online,2010.0,2,1
sZone-Online,2014.0,2,1
sZone-Online,2015.0,4,2
Battle of Empires : 1914-1918,2015.0,4,2
planetarian ~the reverie of a little planet~,2015.0,8,4
Grim Fandango Remastered,2013.0,2,1
Grim Fandango Remastered,2015.0,7,4
Kings of Kung Fu,2014.0,1,1
The Original Strife: Veteran Edition,2015.0,2,1
Republique,2015.0,2,1
Double Action: Boogaloo,2012.0,1,1
Double Action: Boogaloo,2014.0,30,19
Double Action: Boogaloo,2015.0,35,21
Portal Stories: Mel,2013.0,2,1
Portal Stories: Mel,2014.0,6,3
Portal Stories: Mel,2015.0,35,19
Color Symphony,2014.0,4,2
Quantum Rush Champions,2014.0,2,1
Cubic Castles,2014.0,3,2
Beyond Gravity,2015.0,2,1
Space Hulk Ascension,2014.0,2,1
Space Hulk Ascension,2015.0,2,1
Call of Duty®: Advanced Warfare - Season Pass,2014.0,2,1
Velocibox,2015.0,1,1
Rexaura,2015.0,2,1
Guild of Dungeoneering,2015.0,2,1
Lovely Planet OST,2014.0,2,1
Act of Aggression - Reboot Edition,2015.0,2,1
AXYOS,2015.0,1,1
Doom &amp; Destiny,2015.0,2,1
Enforcer: Police Crime Action,2014.0,4,2
Enforcer: Police Crime Action,2015.0,4,2
Convoy,2015.0,4,2
Middle-earth: Shadow of Mordor - The Bright Lord,2015.0,2,1
Squishy the Suicidal Pig,2014.0,3,2
Squishy the Suicidal Pig,2015.0,21,12
Euro Truck Simulator 2 - Christmas Paint Jobs Pack,2014.0,2,1
Wings of Vi,2014.0,5,3
Wings of Vi,2015.0,7,4
Middle-earth: Shadow of Mordor - GOTY Edition Upgrade,2014.0,1,1
The Flame in the Flood,2014.0,2,1
The Flame in the Flood,2015.0,2,1
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC10 Reanimation-Before Death Pack,2014.0,2,1
Chaos Reborn,2014.0,2,1
Chaos Reborn,2015.0,4,2
Disney Princess: My Fairytale Adventure,2014.0,2,1
Xeodrifter™,2015.0,2,1
Magicmaker,2015.0,2,1
Disney Winnie the Pooh,2014.0,2,1
Chariot,2014.0,2,1
Five Nights at Freddy's,2014.0,77,45
Five Nights at Freddy's,2015.0,23,14
The Collider,2014.0,2,1
The Collider,2015.0,6,4
Reprisal Universe,2013.0,1,1
Reprisal Universe,2015.0,2,1
Life is Strange - Episode 1,2010.0,4,2
Life is Strange - Episode 1,2011.0,4,2
Life is Strange - Episode 1,2012.0,6,3
Life is Strange - Episode 1,2013.0,6,4
Life is Strange - Episode 1,2014.0,46,25
Life is Strange - Episode 1,2015.0,218,118
There Came an Echo,2015.0,4,2
Trine 3: The Artifacts of Power,2012.0,2,1
Trine 3: The Artifacts of Power,2015.0,4,2
The Detail,2015.0,2,1
Moon Hunters,2014.0,4,2
Absolute Drift,2014.0,3,2
Absolute Drift,2015.0,9,5
RER2 Episode Three: Judgment,2015.0,2,1
Tokyo School Life,2015.0,2,1
Gender Bender DNA Twister Extreme,2014.0,4,2
Gender Bender DNA Twister Extreme,2015.0,2,1
Mount &amp; Blade: Warband - Viking Conquest Reforged Edition,2014.0,6,4
Mount &amp; Blade: Warband - Viking Conquest Reforged Edition,2015.0,4,2
Primal Carnage: Extinction,2014.0,6,4
Primal Carnage: Extinction,2015.0,5,3
Supraball,2015.0,2,1
Command: Modern Air / Naval Operations WOTY,2014.0,2,1
Sigils of Elohim,2015.0,2,1
Planetary Annihilation - Digital Deluxe Add-on,2015.0,2,1
Cavern Kings,2014.0,4,2
Rising Angels: Reborn,2014.0,2,1
Might &amp; Magic® Heroes® VII,2015.0,2,1
Hardland,2014.0,2,1
Middle-earth: Shadow of Mordor - Power of Shadow,2014.0,2,1
20XX,2015.0,4,2
Geometry Dash,2013.0,12,7
Geometry Dash,2014.0,11,7
Geometry Dash,2015.0,95,52
Don't Starve Together,2013.0,4,2
Don't Starve Together,2014.0,38,22
Don't Starve Together,2015.0,124,68
SUPERHOT,2011.0,2,1
SUPERHOT,2012.0,1,1
SUPERHOT,2013.0,2,1
SUPERHOT,2014.0,25,13
SUPERHOT,2015.0,12,6
"War, the Game",2015.0,2,1
"Warhammer 40,000: Regicide",2015.0,4,2
theHunter: Primal,2014.0,8,4
theHunter: Primal,2015.0,11,6
Gods vs Humans,2014.0,2,1
Half-Life 2 Soundtrack,2015.0,2,1
Portal 2 Soundtrack,2014.0,2,1
Portal 2 Soundtrack,2015.0,4,2
The World II: Hunting BOSS,2014.0,2,1
TERA,2012.0,3,2
TERA,2013.0,7,4
TERA,2014.0,8,4
TERA,2015.0,59,33
The Magic Circle,2015.0,4,2
Alphadia Genesis,2015.0,2,1
DRAGON BALL XENOVERSE,2014.0,6,3
DRAGON BALL XENOVERSE,2015.0,44,24
PAYDAY 2: Hotline Miami,2013.0,2,1
PAYDAY 2: Hotline Miami,2014.0,15,9
PAYDAY 2: Hotline Miami,2015.0,1,1
Jotun: Valhalla Edition,2015.0,2,1
911: First Responders®,2014.0,2,1
911: First Responders®,2015.0,6,3
Decay: The Mare,2015.0,2,1
Move or Die,2013.0,3,2
Move or Die,2014.0,2,1
Move or Die,2015.0,4,2
SteamVR Performance Test,2015.0,3,2
Rising World,2013.0,1,1
Rising World,2014.0,2,1
Rising World,2015.0,2,1
Verde Station,2014.0,2,1
CLANNAD,2015.0,1,1
VoidExpanse,2015.0,2,1
Boston Lockdown Campaign Book pdf,2015.0,2,1
Bus Simulator 16,2015.0,4,2
Halo: Spartan Strike,2015.0,2,1
Impossible Creatures Steam Edition,2015.0,2,1
TOXIKK™,2015.0,8,4
Save the Furries,2015.0,2,1
BEARZERKERS,2015.0,2,1
Total War: ATTILA,2013.0,2,1
Total War: ATTILA,2015.0,19,10
Dying Light: The Following,2013.0,1,1
Dying Light: The Following,2014.0,2,1
Dying Light: The Following,2015.0,2,1
Death Skid Marks,2015.0,2,1
Shroud of the Avatar: Forsaken Virtues,2015.0,2,1
Windward,2014.0,2,1
Windward,2015.0,8,4
ShellShock Live,2013.0,2,1
ShellShock Live,2014.0,2,1
ShellShock Live,2015.0,6,3
If My Heart Had Wings,2015.0,8,5
Warhammer Quest,2015.0,2,1
Deep Eclipse: New Space Odyssey,2015.0,2,1
Gloria Victis,2011.0,2,1
Gloria Victis,2014.0,3,2
Gloria Victis,2015.0,2,1
Out of Reach,2015.0,2,1
Anna's Quest,2015.0,2,1
Total War: ROME II - Wrath of Sparta Campaign Pack,2014.0,2,1
A Bird Story,2014.0,9,5
A Bird Story,2015.0,8,4
Zenzizenzic,2015.0,2,1
Traverser,2015.0,2,1
CaesarIA,2015.0,6,3
Ironcast,2015.0,2,1
Tron 2.0,2014.0,2,1
Salt,2015.0,6,3
I am Bread,2014.0,8,4
I am Bread,2015.0,18,12
Sword of the Samurai,2014.0,2,1
Tales Runner,2015.0,2,1
Reflex Arena,2014.0,2,1
Reflex Arena,2015.0,4,2
Wild Season,2015.0,2,1
Potatoman Seeks the Troof,2014.0,1,1
Potatoman Seeks the Troof,2015.0,1,1
Rugby Union Team Manager 2015,2014.0,2,1
The Deer God,2014.0,2,1
The Deer God,2015.0,2,1
Devil May Cry® 4 Special Edition,2015.0,2,2
Gems of War - Puzzle RPG,2014.0,4,2
Reassembly,2013.0,2,1
Reassembly,2014.0,2,1
Reassembly,2015.0,2,1
State of Decay: YOSE,2015.0,2,1
Sonic Lost World,2013.0,2,1
Sonic Lost World,2014.0,2,1
Sonic Lost World,2015.0,6,3
Phantom Breaker: Battle Grounds,2015.0,2,1
NAM,2014.0,1,1
The Moon Sliver,2015.0,2,1
VEGAS Movie Studio 13 Platinum - Steam Powered,2015.0,2,1
BossConstructor,2015.0,2,1
Robotex,2015.0,1,1
Grandia® II Anniversary Edition,2015.0,2,1
Noct,2014.0,2,1
Noct,2015.0,2,1
Shark Attack Deathmatch 2,2013.0,2,1
Shark Attack Deathmatch 2,2015.0,2,1
2064: Read Only Memories,2015.0,2,1
Tales from the Borderlands,2012.0,2,1
Tales from the Borderlands,2013.0,8,4
Tales from the Borderlands,2014.0,39,22
Tales from the Borderlands,2015.0,54,28
Game of Thrones - A Telltale Games Series,2013.0,2,1
Game of Thrones - A Telltale Games Series,2014.0,12,7
Game of Thrones - A Telltale Games Series,2015.0,32,18
Passing Pineview Forest,2015.0,2,1
Disney•Pixar Cars,2013.0,2,1
Master Spy,2015.0,4,2
Grass Simulator,2013.0,3,2
Grass Simulator,2014.0,4,2
Grass Simulator,2015.0,6,3
Thief Town,2015.0,2,1
Everlasting Summer,2014.0,18,10
Everlasting Summer,2015.0,12,6
Executive Assault,2014.0,2,1
Executive Assault,2015.0,7,4
One Piece Pirate Warriors 3,2014.0,2,1
One Piece Pirate Warriors 3,2015.0,1,1
The Jackbox Party Pack,2015.0,6,3
PAYDAY 2: Gage Historical Pack,2014.0,2,1
PAYDAY 2: Gage Historical Pack,2015.0,1,1
School of Dragons,2014.0,3,3
School of Dragons,2015.0,2,1
Axiom Verge,2015.0,2,1
The Next Penelope,2015.0,2,1
LEGO® Worlds,2015.0,17,10
Arma 3 Marksmen,2015.0,6,3
Girlfriend Rescue,2015.0,1,1
GRAV,2015.0,10,5
We Slay Monsters,2014.0,2,1
Amazing Frog?,2015.0,3,2
Five Nights at Freddy's 2,2014.0,40,25
Five Nights at Freddy's 2,2015.0,43,24
Forward to the Sky,2014.0,2,1
Tales of Aravorn: Seasons Of The Wolf,2015.0,2,1
Dirty Bomb®,2012.0,2,1
Dirty Bomb®,2013.0,8,4
Dirty Bomb®,2014.0,28,16
Dirty Bomb®,2015.0,170,92
Medieval Engineers,2015.0,17,9
AKIBA'S TRIP: Undead ＆ Undressed,2014.0,2,1
AKIBA'S TRIP: Undead ＆ Undressed,2015.0,8,4
Hektor,2015.0,4,2
Fortified,2015.0,2,1
Town of Salem,2014.0,4,2
Town of Salem,2015.0,46,23
Project CARS - Racing Icons Car Pack,2015.0,2,1
Project CARS - Stanceworks Track Expansion,2013.0,2,1
Tormentum - Dark Sorrow,2013.0,2,1
VRC PRO,2015.0,2,1
Magic Barrage - Bitferno,2015.0,2,1
200% Mixed Juice!,2015.0,2,1
Transformice,2014.0,1,1
Transformice,2015.0,35,21
DARK SOULS™ II: Scholar of the First Sin,2013.0,2,1
DARK SOULS™ II: Scholar of the First Sin,2014.0,6,3
DARK SOULS™ II: Scholar of the First Sin,2015.0,19,10
Brick-Force,2014.0,2,1
Brick-Force,2015.0,3,2
Grimoire: Manastorm,2015.0,2,1
LISA,2014.0,2,1
LISA,2015.0,9,5
LEGO Batman 3: Beyond Gotham DLC: Heroines and Villainesses Character Pack,2015.0,2,1
Dream Of Mirror Online,2015.0,2,1
Goats on a Bridge,2015.0,1,1
Rooster Teeth vs. Zombiens,2014.0,2,1
Rooster Teeth vs. Zombiens,2015.0,2,1
Bloodsports.TV,2015.0,1,1
Outcast 1.1,2015.0,2,1
HIT,2015.0,2,1
Deus Ex: Mankind Divided,2013.0,4,2
Deus Ex: Mankind Divided,2014.0,12,6
Deus Ex: Mankind Divided,2015.0,10,5
"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",2015.0,2,1
Axis Game Factory's AGFPRO - Drone Kombat FPS Multiplayer,2015.0,2,1
Paint the Town Red,2012.0,1,1
Paint the Town Red,2013.0,2,1
Paint the Town Red,2014.0,9,5
Paint the Town Red,2015.0,12,6
PAYDAY 2: Clover Character Pack,2015.0,2,1
Avernum 2: Crystal Souls,2015.0,2,1
The SKIES,2014.0,4,2
Echoes+,2015.0,10,5
Expansion - Europa Universalis IV: El Dorado,2015.0,2,1
Ratz Instagib,2014.0,2,1
Ratz Instagib,2015.0,26,14
Warden: Melody of the Undergrowth,2015.0,2,1
Navy Field 2 : Conqueror of the Ocean,2015.0,3,2
Fork Parker's Holiday Profit Hike,2014.0,2,1
Fork Parker's Holiday Profit Hike,2015.0,2,1
Dead Synchronicity: Tomorrow Comes Today,2015.0,2,1
ZOMBI,2015.0,1,1
Strife®,2015.0,12,7
Castle,2015.0,1,1
Choice of Robots,2014.0,2,1
Choice of Robots,2015.0,5,3
Runestone Keeper,2015.0,2,1
PAYDAY 2: The Bomb Heists,2014.0,2,1
Freestyle 2: Street Basketball,2013.0,5,3
Freestyle 2: Street Basketball,2015.0,9,6
HuniePop,2013.0,4,2
HuniePop,2014.0,2,1
HuniePop,2015.0,58,34
Uncraft World,2013.0,1,1
Survivalist,2015.0,2,1
Basement,2015.0,4,2
FINAL FANTASY TYPE-0™ HD,2015.0,10,5
Teddy Floppy Ear - Mountain Adventure,2015.0,2,1
Teddy Floppy Ear - Kayaking,2015.0,2,1
Domestic Dog,2015.0,1,1
Quintet,2015.0,4,2
Spartans Vs Zombies Defense,2015.0,2,1
Armed with Wings: Rearmed,2015.0,2,1
Battle of Empires : 1914-1918 - Russian Empire,2015.0,1,1
Deepworld,2015.0,6,3
Mad Games Tycoon,2014.0,4,2
Mad Games Tycoon,2015.0,4,2
Greyfox RPG,2015.0,3,2
Stardust Vanguards,2015.0,2,1
Among Ripples,2015.0,4,2
Hatred,2015.0,1,1
MechWarrior Online™,2015.0,5,3
Europe at War,2015.0,1,1
Phantasmal: Survival Horror Roguelike,2014.0,2,1
Phantasmal: Survival Horror Roguelike,2015.0,2,1
Airships: Conquer the Skies,2015.0,4,2
12 Labours of Hercules,2014.0,1,1
12 Labours of Hercules,2015.0,2,1
"It came from space, and ate our brains",2015.0,2,1
Samudai,2015.0,2,1
Pixel Survivors,2015.0,2,1
The Mystery of the Druids,2015.0,2,1
Particula,2015.0,1,1
Total War: ATTILA - The Last Roman Campaign Pack,2015.0,2,1
Total War: ATTILA - Age of Charlemagne Campaign Pack,2014.0,2,1
Bob Was Hungry,2015.0,2,1
Cat Goes Fishing,2015.0,3,2
Voxelized,2014.0,1,1
Voxelized,2015.0,3,2
PAYDAY 2: Dragan Character Pack,2015.0,1,1
Goat Simulator: GoatZ,2011.0,2,1
Princess Evangile All Ages Version,2015.0,2,1
Reign Of Kings,2013.0,3,2
Reign Of Kings,2015.0,56,32
fault - milestone two side:above,2015.0,6,3
Crystal Story II,2015.0,4,2
Victor Vran ARPG,2014.0,3,2
Victor Vran ARPG,2015.0,4,2
Tasty Blue,2015.0,5,3
LIGHTNING RETURNS™: FINAL FANTASY® XIII,2015.0,8,4
TyranoBuilder Visual Novel Studio,2014.0,1,1
TyranoBuilder Visual Novel Studio,2015.0,4,2
King's Quest,2013.0,2,1
King's Quest,2015.0,7,4
Vapour,2015.0,2,1
The Fruit of Grisaia,2014.0,1,1
The Fruit of Grisaia,2015.0,6,3
Without Within,2015.0,20,10
Shantae and the Pirate's Curse,2015.0,2,1
Besiege,2014.0,7,4
Besiege,2015.0,85,47
ARK: Survival Evolved,2011.0,2,1
ARK: Survival Evolved,2012.0,2,1
ARK: Survival Evolved,2013.0,16,9
ARK: Survival Evolved,2014.0,49,26
ARK: Survival Evolved,2015.0,277,152
Boring Man - Online Tactical Stickman Combat,2014.0,4,2
Boring Man - Online Tactical Stickman Combat,2015.0,22,11
Boring Man: Premium!,2015.0,2,1
David.,2015.0,2,1
The Old Tree,2013.0,2,1
The Old Tree,2015.0,9,5
Hero of the Kingdom II,2015.0,4,2
AdVenture Capitalist,2013.0,5,3
AdVenture Capitalist,2014.0,21,12
AdVenture Capitalist,2015.0,159,97
Shadowrun: Hong Kong - Extended Edition,2014.0,2,1
Terra Incognita ~ Chapter One: The Descendant,2014.0,2,1
Hidden Object Bundle 4 in 1,2015.0,2,1
Gaokao.Love.100Days,2014.0,1,1
Gaokao.Love.100Days,2015.0,2,1
Fairy Fencer F,2013.0,3,2
Fairy Fencer F,2014.0,2,1
Fairy Fencer F,2015.0,1,1
Forsaken Isle,2014.0,2,1
This War of Mine - War Child Charity DLC,2015.0,2,1
PAYDAY 2: The OVERKILL Pack,2014.0,2,1
PAYDAY 2: The OVERKILL Pack,2015.0,6,5
The Interview,2015.0,2,1
Bierzerkers,2015.0,1,1
SAMURAI WARRIORS 4-II,2015.0,4,2
Beyond Sol,2015.0,2,1
Voices from the Sea,2015.0,12,6
Immune - True Survival,2015.0,2,1
Saint Seiya: Soldiers' Soul,2015.0,2,1
Odysseus: Long Way Home,2015.0,2,1
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2013.0,4,3
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2014.0,3,2
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2015.0,3,2
Notrium,2015.0,2,1
The Black Watchmen,2015.0,2,1
Modular Combat,2015.0,5,3
Burstfire,2015.0,1,1
Romero's Aftermath,2014.0,2,1
Romero's Aftermath,2015.0,19,10
Shelter 2 Soundtrack,2015.0,1,1
PAYDAY 2: The Butcher's Western Pack,2015.0,2,1
Wolfenstein: The Old Blood,2012.0,2,1
Wolfenstein: The Old Blood,2014.0,4,2
Wolfenstein: The Old Blood,2015.0,8,4
Dead Sea,2015.0,1,1
BIOS,2015.0,2,1
Train Fever: USA DLC,2015.0,2,1
Pixel Puzzles 2: Anime,2013.0,2,1
Cricket Captain 2015,2015.0,2,1
Regency Solitaire,2014.0,1,1
Regency Solitaire,2015.0,2,1
Survival: Postapocalypse Now,2015.0,13,7
Awesomenauts - Wraithlord Scoop Announcer,2015.0,2,1
Quiplash,2015.0,2,1
Killing Floor: Uncovered,2015.0,16,8
Eternal Senia,2015.0,23,12
UnReal World,2013.0,2,1
Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2,2015.0,7,4
Invisible Apartment,2015.0,4,2
Dev Guy,2015.0,8,5
PAYDAY 2: The Butcher's AK/CAR Mod Pack,2014.0,2,1
PAYDAY 2: The Butcher's AK/CAR Mod Pack,2015.0,1,1
Pregnancy,2015.0,4,2
Tales of Zestiria,2012.0,2,1
Tales of Zestiria,2015.0,9,5
Riff Racer - Race Your Music!,2015.0,2,1
Axis Game Factory's AGFPRO - Voxel Sculpt DLC,2015.0,2,1
Locoland,2015.0,2,1
Spirit of War,2015.0,2,1
LEGO® Jurassic World,2015.0,2,1
Dead Realm,2015.0,32,18
The Silent Age,2015.0,2,1
Subspace Continuum,2015.0,2,1
Better Late Than DEAD,2015.0,4,2
Star Horizon,2015.0,2,1
Chicken Invaders 5,2015.0,2,1
Time of Dragons,2014.0,4,2
Time of Dragons,2015.0,4,2
Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY,2014.0,2,1
Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY,2015.0,7,5
Love at First Sight,2014.0,2,1
how do you Do It?,2014.0,2,1
how do you Do It?,2015.0,10,6
Steam Controller,2013.0,1,1
Steam Controller,2014.0,2,1
Steam Controller,2015.0,6,3
Steam Link,2015.0,4,2
Plug &amp; Play,2013.0,2,1
Plug &amp; Play,2014.0,3,2
Plug &amp; Play,2015.0,14,8
Train Valley,2015.0,2,1
Sid Meier's Civilization: Beyond Earth - Rising Tide,2015.0,1,1
Five Nights at Freddy's 3,2015.0,33,20
"Please, Don’t Touch Anything",2013.0,2,1
"Please, Don’t Touch Anything",2015.0,3,2
LoveBeat,2014.0,4,2
LoveBeat,2015.0,2,1
Assassin’s Creed® Chronicles: China,2014.0,2,1
Tadpole Treble,2015.0,2,1
STAR WARS™ - X-Wing Special Edition,2014.0,2,1
PAYDAY: The Web Series,2015.0,9,5
The Settlers Online,2015.0,2,1
MISSING: An Interactive Thriller - Episode One,2015.0,2,1
GlassWire,2014.0,2,1
gravilon,2015.0,2,1
Codename CURE,2013.0,2,1
Codename CURE,2014.0,7,4
Codename CURE,2015.0,22,11
STAR WARS™: TIE Fighter Special Edition,2015.0,1,1
Survarium,2013.0,4,2
Survarium,2015.0,16,9
Age of Mythology EX: Tale of the Dragon,2014.0,2,1
Commander Cool 2,2015.0,9,5
Orbit HD,2015.0,2,1
STAR WARS™ Galactic Battlegrounds Saga,2015.0,4,2
Soccer Rage,2014.0,1,1
Soccer Rage,2015.0,3,2
Port of Call,2014.0,2,1
Party Hard,2014.0,2,1
Party Hard,2015.0,7,4
Spooky's Jump Scare Mansion,2014.0,3,2
Spooky's Jump Scare Mansion,2015.0,18,11
UBERMOSH,2014.0,2,1
UBERMOSH,2015.0,4,2
Space Beast Terror Fright,2015.0,1,1
Cobalt,2012.0,1,1
Cobalt,2014.0,2,1
Cobalt,2015.0,2,1
Endless Legend™ - Guardians,2015.0,2,1
Angry Video Game Nerd: The Movie,2015.0,2,1
Frozen Free Fall: Snowball Fight,2014.0,2,1
Frozen Free Fall: Snowball Fight,2015.0,4,2
Project Explore,2015.0,2,1
Rogue Continuum,2015.0,2,1
D4: Dark Dreams Don’t Die -Season One-,2014.0,2,1
D4: Dark Dreams Don’t Die -Season One-,2015.0,1,1
The Curious Expedition,2014.0,1,1
PAYDAY 2: The Butcher's BBQ Pack,2015.0,12,7
Cosmo's Cosmic Adventure,2015.0,2,1
Crystal Caves,2015.0,2,1
Hocus Pocus,2015.0,2,1
Word Rescue,2015.0,2,1
Canabalt,2015.0,2,1
The Music Machine,2015.0,2,1
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2013.0,1,1
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2014.0,3,2
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2015.0,29,18
Amnesia™: Memories,2015.0,2,1
Motivational Growth,2014.0,3,2
Tom Clancy's Rainbow Six® Siege,2013.0,14,9
Tom Clancy's Rainbow Six® Siege,2014.0,35,22
Tom Clancy's Rainbow Six® Siege,2015.0,47,26
Copa Petrobras de Marcas,2015.0,7,4
FINAL FANTASY X/X-2 HD Remaster,2014.0,1,1
FINAL FANTASY X/X-2 HD Remaster,2015.0,4,2
How to Survive 2,2015.0,2,1
12 Labours of Hercules II: The Cretan Bull,2015.0,3,2
Cards and Castles,2011.0,2,1
Cards and Castles,2014.0,2,1
Cards and Castles,2015.0,2,1
Downwell,2013.0,2,1
Downwell,2015.0,7,4
Ultimate Tic-Tac-Toe,2012.0,2,1
Ultimate Tic-Tac-Toe,2015.0,4,2
The Mean Greens - Plastic Warfare,2014.0,2,1
The Mean Greens - Plastic Warfare,2015.0,4,2
POSTAL 2: Paradise Lost,2015.0,3,2
Turmoil,2014.0,2,1
Depth - Corsair Knife Skin,2015.0,2,1
Cradle,2015.0,2,1
404Sight,2015.0,7,4
Mortal Kombat: Legacy,2015.0,2,1
Tree of Life,2015.0,2,1
Mortal Kombat: Legacy II,2015.0,2,1
Software Inc.,2014.0,2,1
Software Inc.,2015.0,4,2
Fran Bow,2015.0,4,2
RPG Maker 2003,2015.0,1,1
Black Mesa,2014.0,3,2
Black Mesa,2015.0,31,17
Garfield Kart,2013.0,1,1
O3DX,2015.0,2,1
Interstellar Rift,2015.0,2,1
Grave Prosperity: Redux- part 1,2015.0,2,1
Escape Machines,2015.0,1,1
RPG Maker MV,2015.0,4,2
Clicker Heroes,2013.0,7,4
Clicker Heroes,2014.0,21,11
